"GENNO","SPNO","GrowthForm","Frequency"
2688,5,"Herb","commonly"
2687,115,"Herb","commonly"
2976,71,"Shrub","commonly"
2976,71,"Dwarf shrub","commonly"
2976,47,"Shrub","commonly"
2976,47,"Dwarf shrub","commonly"
2976,82,"Shrub","commonly"
3332,1,"Shrub","commonly"
2976,37,"Shrub","commonly"
2976,37,"Dwarf shrub","commonly"
2976,41,"Shrub","commonly"
2976,41,"Dwarf shrub","commonly"
2976,1,"Shrub","commonly"
2976,1,"Dwarf shrub","commonly"
2976,4,"Shrub","commonly"
2976,79,"Shrub","commonly"
2976,45,"Shrub","commonly"
2976,57,"Shrub","commonly"
2976,72,"Shrub","commonly"
2976,72,"Dwarf shrub","commonly"
2976,77,"Shrub","commonly"
2976,77,"Dwarf shrub","commonly"
2976,52,"Shrub","commonly"
2976,52,"Dwarf shrub","commonly"
2976,13,"Shrub","commonly"
1820,773,"Shrub","commonly"
799,66,"Tree","commonly"
2212,55,"Geophyte","commonly"
2212,55,"Succulent","commonly"
2212,55,"Herb","commonly"
2212,33,"Geophyte","commonly"
2212,33,"Succulent","commonly"
2212,33,"Herb","commonly"
2212,32,"Geophyte","commonly"
2212,32,"Succulent","commonly"
2212,32,"Herb","commonly"
1326,9,"Graminoid","commonly"
1326,5,"Graminoid","commonly"
1643,4,"Herb","commonly"
138,12,"Succulent","commonly"
138,47,"Succulent","commonly"
3465,2,"Shrub","commonly"
962,1,"Tree","commonly"
1776,39,"Herb","commonly"
2759,63,"Geophyte","commonly"
2759,63,"Herb","commonly"
2140,11,"Herb","commonly"
2340,13,"Lichen","always"
2340,18,"Lichen","commonly"
2251,2,"Lichen","always"
2251,22,"Lichen","commonly"
2343,1,"Lichen","always"
2382,21,"Lichen","commonly"
2388,2,"Lichen","commonly"
2273,4,"Lichen","commonly"
2309,5,"Lichen","always"
2388,1,"Lichen","commonly"
14839,92,"Lichen","always"
14839,17,"Lichen","always"
14839,20,"Lichen","always"
14839,22,"Lichen","always"
14839,140,"Lichen","always"
14839,96,"Lichen","always"
14839,16,"Lichen","always"
14839,2,"Lichen","always"
14839,139,"Lichen","always"
14839,94,"Lichen","always"
2466,1,"Lichen","commonly"
14839,93,"Lichen","always"
14839,138,"Lichen","always"
14839,19,"Lichen","always"
14839,137,"Lichen","always"
14839,15,"Lichen","always"
14839,18,"Lichen","always"
14839,126,"Lichen","always"
2465,289,"Lichen","commonly"
2465,288,"Lichen","commonly"
14839,59,"Lichen","always"
14839,61,"Lichen","always"
14839,121,"Lichen","always"
14839,1,"Lichen","always"
14839,124,"Lichen","always"
14839,116,"Lichen","always"
2465,143,"Lichen","commonly"
14839,128,"Lichen","always"
14839,129,"Lichen","always"
14839,133,"Lichen","always"
14839,131,"Lichen","always"
14839,163,"Lichen","always"
14839,175,"Lichen","commonly"
14839,142,"Lichen","always"
14839,14,"Lichen","always"
14839,13,"Lichen","always"
14839,180,"Lichen","commonly"
14839,12,"Lichen","always"
14839,104,"Lichen","always"
14839,10,"Lichen","always"
14839,177,"Lichen","commonly"
14839,105,"Lichen","always"
14839,117,"Lichen","always"
14839,106,"Lichen","always"
14839,178,"Lichen","commonly"
14839,111,"Lichen","always"
14839,112,"Lichen","always"
14839,114,"Lichen","commonly"
14839,181,"Lichen","commonly"
14839,90,"Lichen","always"
14839,152,"Lichen","always"
14839,76,"Lichen","always"
14839,149,"Lichen","always"
14839,150,"Lichen","always"
14839,37,"Lichen","always"
14839,151,"Lichen","always"
14839,147,"Lichen","always"
14839,32,"Lichen","always"
14839,73,"Lichen","always"
14839,31,"Lichen","always"
14839,88,"Lichen","always"
14839,155,"Lichen","always"
14839,158,"Lichen","always"
2412,8,"Lichen","commonly"
14839,102,"Lichen","always"
14839,35,"Lichen","always"
14839,43,"Lichen","always"
14839,56,"Lichen","always"
14839,53,"Lichen","always"
14839,51,"Lichen","always"
14839,50,"Lichen","always"
14839,48,"Lichen","always"
14839,148,"Lichen","always"
14839,44,"Lichen","always"
14839,154,"Lichen","always"
14839,66,"Lichen","always"
14839,42,"Lichen","always"
14839,68,"Lichen","commonly"
14839,69,"Lichen","always"
14839,72,"Lichen","always"
14839,146,"Lichen","always"
14839,63,"Lichen","always"
14839,23,"Lichen","always"
14839,9,"Lichen","always"
14839,7,"Lichen","commonly"
14839,145,"Lichen","always"
14839,84,"Lichen","commonly"
14839,3,"Lichen","always"
14839,81,"Lichen","always"
14839,153,"Lichen","always"
14839,6,"Lichen","always"
14839,87,"Lichen","always"
14839,80,"Lichen","always"
14839,78,"Lichen","always"
14839,85,"Lichen","always"
14839,144,"Lichen","always"
2297,20,"Lichen","always"
2420,1,"Lichen","always"
2398,1,"Lichen","commonly"
2417,1,"Lichen","commonly"
2365,18,"Lichen","commonly"
14904,1,"Lichen","commonly"
2417,2,"Lichen","commonly"
2465,275,"Lichen","commonly"
2369,18,"Lichen","commonly"
2363,9,"Lichen","commonly"
2465,257,"Lichen","commonly"
14911,1,"Lichen","commonly"
2328,11,"Lichen","always"
2349,9,"Lichen","commonly"
2288,12,"Lichen","commonly"
2389,11,"Lichen","commonly"
2428,28,"Lichen","commonly"
2309,22,"Lichen","commonly"
2278,4,"Lichen","commonly"
2365,12,"Lichen","commonly"
2365,8,"Lichen","commonly"
2328,13,"Lichen","always"
2296,27,"Lichen","always"
2328,26,"Lichen","always"
2326,1,"Lichen","commonly"
2361,96,"Lichen","commonly"
2365,9,"Lichen","commonly"
2402,3,"Lichen","always"
2441,69,"Lichen","commonly"
2441,67,"Lichen","commonly"
2441,62,"Lichen","commonly"
2365,1,"Lichen","always"
2369,23,"Lichen","commonly"
2369,24,"Lichen","commonly"
2465,253,"Lichen","commonly"
2296,53,"Lichen","commonly"
2382,9,"Lichen","commonly"
2441,61,"Lichen","commonly"
2309,32,"Lichen","commonly"
2309,33,"Lichen","commonly"
2328,33,"Lichen","commonly"
2420,11,"Lichen","commonly"
2278,14,"Lichen","commonly"
2328,34,"Lichen","commonly"
2297,29,"Lichen","commonly"
2297,27,"Lichen","commonly"
2361,5,"Lichen","commonly"
2441,36,"Lichen","commonly"
2465,225,"Lichen","commonly"
2441,41,"Lichen","commonly"
2285,2,"Lichen","always"
2278,13,"Lichen","commonly"
2278,12,"Lichen","commonly"
2278,11,"Lichen","commonly"
14927,1,"Lichen","commonly"
2441,42,"Lichen","commonly"
2441,66,"Lichen","commonly"
2278,9,"Lichen","commonly"
2285,10,"Lichen","commonly"
2282,22,"Lichen","always"
2441,73,"Lichen","commonly"
2269,13,"Lichen","commonly"
2269,18,"Lichen","commonly"
2465,224,"Lichen","commonly"
2374,49,"Lichen","commonly"
2374,67,"Lichen","commonly"
2441,1,"Lichen","commonly"
2367,1,"Lichen","commonly"
2374,3,"Lichen","always"
2374,4,"Lichen","always"
2352,8,"Lichen","commonly"
2374,26,"Lichen","commonly"
2088,28,"Geophyte","commonly"
1794,91,"Geophyte","commonly"
1895,2,"Herb","commonly"
1895,3,"Herb","commonly"
1855,38,"Geophyte","commonly"
1855,50,"Geophyte","commonly"
1855,49,"Geophyte","commonly"
1855,169,"Geophyte","commonly"
1855,81,"Geophyte","commonly"
1855,43,"Geophyte","commonly"
1855,37,"Geophyte","commonly"
1855,170,"Geophyte","commonly"
1855,122,"Geophyte","commonly"
1855,24,"Geophyte","commonly"
1855,80,"Geophyte","commonly"
1855,118,"Geophyte","commonly"
1855,93,"Geophyte","commonly"
1855,200,"Geophyte","commonly"
1855,79,"Geophyte","commonly"
1855,88,"Geophyte","commonly"
2203,47,"Geophyte","commonly"
2204,1,"Geophyte","commonly"
2204,1,"Herb","commonly"
2204,4,"Geophyte","commonly"
2204,4,"Herb","commonly"
2204,6,"Herb","commonly"
2204,6,"Geophyte","commonly"
2204,7,"Herb","commonly"
2204,7,"Geophyte","commonly"
1855,86,"Geophyte","commonly"
1855,85,"Geophyte","commonly"
2204,8,"Geophyte","commonly"
2204,8,"Herb","commonly"
2204,9,"Herb","commonly"
2204,9,"Geophyte","commonly"
1855,127,"Geophyte","commonly"
1855,133,"Geophyte","commonly"
1855,51,"Geophyte","commonly"
1855,63,"Geophyte","commonly"
1855,153,"Geophyte","commonly"
1855,139,"Geophyte","commonly"
1855,136,"Geophyte","commonly"
1855,106,"Geophyte","commonly"
1855,66,"Geophyte","commonly"
1855,84,"Geophyte","commonly"
2204,12,"Herb","commonly"
2204,12,"Geophyte","commonly"
1855,82,"Geophyte","commonly"
2204,15,"Geophyte","commonly"
2204,15,"Herb","commonly"
1855,78,"Geophyte","commonly"
1855,121,"Geophyte","commonly"
1855,167,"Geophyte","commonly"
1855,135,"Geophyte","commonly"
1855,173,"Geophyte","commonly"
1855,11,"Geophyte","commonly"
1855,13,"Geophyte","commonly"
1855,15,"Geophyte","commonly"
1855,203,"Geophyte","commonly"
1855,14,"Geophyte","commonly"
1855,188,"Geophyte","commonly"
1855,205,"Geophyte","commonly"
1855,176,"Geophyte","commonly"
1855,193,"Geophyte","commonly"
1855,190,"Geophyte","commonly"
1855,17,"Geophyte","commonly"
1855,95,"Geophyte","commonly"
1855,198,"Geophyte","commonly"
3626,11,"Herb","commonly"
3626,11,"Geophyte","commonly"
2204,32,"Geophyte","commonly"
2204,32,"Herb","commonly"
2716,7,"Climber","commonly"
2878,71,"Herb","commonly"
2242,1,"Bryophyte","commonly"
2627,10,"Epiphyte","occasionally"
2627,10,"Bryophyte","commonly"
652,8,"Epiphyte","commonly"
652,8,"Bryophyte","commonly"
1483,28,"Bryophyte","commonly"
3297,14,"Herb","commonly"
1957,14,"Bryophyte","commonly"
1957,22,"Bryophyte","commonly"
1957,15,"Bryophyte","commonly"
1957,21,"Bryophyte","commonly"
1957,17,"Bryophyte","commonly"
1957,18,"Bryophyte","commonly"
1957,9,"Bryophyte","commonly"
1957,11,"Bryophyte","commonly"
1957,10,"Bryophyte","commonly"
1957,12,"Bryophyte","commonly"
1957,19,"Bryophyte","commonly"
1957,20,"Bryophyte","commonly"
3686,12,"Bryophyte","commonly"
3686,69,"Bryophyte","commonly"
3686,8,"Bryophyte","commonly"
3686,4,"Bryophyte","commonly"
3686,27,"Bryophyte","commonly"
3686,66,"Bryophyte","commonly"
3686,30,"Bryophyte","commonly"
3686,60,"Bryophyte","commonly"
3686,51,"Bryophyte","commonly"
3686,41,"Bryophyte","commonly"
3686,42,"Bryophyte","commonly"
3686,32,"Bryophyte","commonly"
1957,23,"Bryophyte","commonly"
3686,73,"Bryophyte","commonly"
3686,82,"Bryophyte","commonly"
748,1,"Bryophyte","commonly"
1262,29,"Graminoid","commonly"
417,26,"Herb","commonly"
417,26,"Climber","commonly"
417,18,"Herb","commonly"
417,18,"Climber","commonly"
2206,125,"Herb","commonly"
2206,125,"Geophyte","commonly"
2206,125,"Succulent","commonly"
2708,2,"Succulent","commonly"
5211,10,"Succulent","commonly"
2671,50,"Succulent","commonly"
2473,27,"Herb","commonly"
2473,27,"Helophyte","commonly"
2473,27,"Cyperoid","commonly"
2493,51,"Herb","commonly"
2493,51,"Geophyte","commonly"
2493,51,"Cyperoid","commonly"
2493,51,"Helophyte","occasionally"
2181,1,"Dwarf shrub","commonly"
2069,7,"Dwarf shrub","commonly"
3692,5,"Herb","commonly"
3692,5,"Hydrophyte","commonly"
3084,41,"Suffrutex","commonly"
125,5,"Succulent","commonly"
1820,504,"Shrub","commonly"
1820,504,"Dwarf shrub","commonly"
2214,6,"Herb","commonly"
2214,6,"Succulent","commonly"
1459,87,"Shrub","commonly"
1459,87,"Tree","commonly"
1459,47,"Tree","commonly"
1459,47,"Shrub","commonly"
1459,54,"Shrub","commonly"
1459,70,"Shrub","commonly"
1459,70,"Tree","commonly"
3297,3,"Herb","commonly"
2056,2,"Herb","commonly"
627,14,"Herb","commonly"
627,9,"Herb","commonly"
627,6,"Herb","commonly"
627,5,"Herb","commonly"
627,1,"Herb","commonly"
627,7,"Dwarf shrub","occasionally"
627,7,"Herb","commonly"
3207,20,"Herb","commonly"
1709,6,"Herb","commonly"
1709,6,"Succulent","commonly"
2240,9,"Bryophyte","commonly"
1957,1,"Bryophyte","commonly"
2240,13,"Bryophyte","commonly"
1957,3,"Bryophyte","commonly"
1957,16,"Bryophyte","commonly"
1957,4,"Bryophyte","commonly"
3686,70,"Bryophyte","commonly"
3686,2,"Bryophyte","commonly"
3686,45,"Bryophyte","commonly"
3684,1,"Epiphyte","occasionally"
3684,1,"Bryophyte","commonly"
3684,5,"Epiphyte","occasionally"
3684,5,"Bryophyte","commonly"
2240,26,"Bryophyte","commonly"
668,2,"Epiphyte","commonly"
668,2,"Bryophyte","commonly"
963,1,"Bryophyte","commonly"
963,4,"Bryophyte","commonly"
664,4,"Epiphyte","commonly"
664,4,"Bryophyte","commonly"
963,9,"Bryophyte","commonly"
963,11,"Bryophyte","commonly"
963,12,"Bryophyte","commonly"
963,8,"Bryophyte","commonly"
706,16,"Bryophyte","commonly"
706,1,"Bryophyte","commonly"
706,4,"Bryophyte","commonly"
36,2,"Bryophyte","commonly"
638,5,"Bryophyte","commonly"
2098,1,"Geophyte","commonly"
2077,22,"Geophyte","commonly"
2085,48,"Geophyte","commonly"
2085,46,"Geophyte","commonly"
2085,18,"Geophyte","commonly"
2098,16,"Geophyte","commonly"
2085,14,"Geophyte","commonly"
2077,20,"Geophyte","commonly"
2085,8,"Geophyte","commonly"
2082,3,"Geophyte","commonly"
2078,35,"Geophyte","commonly"
2077,27,"Geophyte","commonly"
2098,28,"Geophyte","commonly"
2085,16,"Geophyte","commonly"
2077,12,"Geophyte","commonly"
2077,17,"Geophyte","commonly"
2098,20,"Geophyte","commonly"
2088,91,"Geophyte","commonly"
2077,31,"Geophyte","commonly"
2088,90,"Geophyte","commonly"
2074,19,"Geophyte","commonly"
2088,78,"Geophyte","commonly"
2098,33,"Herb","commonly"
1606,25,"Herb","commonly"
1606,26,"Herb","commonly"
2088,71,"Geophyte","commonly"
2088,72,"Geophyte","commonly"
2751,1,"Herb","commonly"
2751,1,"Parasite","commonly"
961,1,"Tree","commonly"
3058,4,"Herb","commonly"
3058,22,"Herb","commonly"
2393,5,"Lichen","commonly"
2393,3,"Lichen","always"
2393,1,"Lichen","always"
1746,6,"Herb","commonly"
1115,26,"Herb","commonly"
1746,5,"Herb","commonly"
1122,1,"Lithophyte","occasionally"
1122,1,"Shrub","commonly"
1746,27,"Herb","commonly"
3184,12,"Herb","commonly"
3152,482,"Herb","commonly"
3240,261,"Herb","commonly"
2879,28,"Herb","commonly"
3152,167,"Herb","commonly"
3152,480,"Herb","commonly"
2879,34,"Herb","commonly"
2893,7,"Herb","commonly"
2879,32,"Herb","commonly"
3340,7,"Suffrutex","commonly"
574,23,"Herb","commonly"
1082,66,"Herb","commonly"
1856,5,"Shrub","commonly"
1856,5,"Tree","occasionally"
3397,2,"Herb","commonly"
1473,5,"Shrub","commonly"
1473,5,"Tree","commonly"
439,62,"Dwarf shrub","commonly"
439,63,"Shrub","commonly"
439,61,"Dwarf shrub","commonly"
279,38,"Dwarf shrub","commonly"
347,5,"Shrub","commonly"
347,24,"Shrub","commonly"
347,1,"Shrub","commonly"
347,13,"Shrub","commonly"
347,4,"Shrub","commonly"
347,9,"Shrub","commonly"
1978,45,"Herb","commonly"
3612,21,"Shrub","occasionally"
3612,21,"Dwarf shrub","commonly"
2759,4,"Geophyte","commonly"
2759,4,"Herb","commonly"
1511,100,"Shrub","commonly"
1511,100,"Tree","occasionally"
1705,1,"Shrub","commonly"
1511,68,"Tree","occasionally"
1511,68,"Shrub","commonly"
1511,132,"Shrub","commonly"
1511,78,"Tree","occasionally"
1511,78,"Shrub","commonly"
1511,60,"Shrub","commonly"
1511,60,"Tree","occasionally"
1511,67,"Tree","always"
3897,1,"Climber","commonly"
3897,1,"Shrub","commonly"
3905,2,"Herb","commonly"
3905,2,"Shrub","commonly"
3902,5,"Herb","commonly"
3902,5,"Dwarf shrub","commonly"
3900,72,"Dwarf shrub","commonly"
3900,76,"Herb","commonly"
3900,76,"Dwarf shrub","commonly"
3900,83,"Shrub","commonly"
3900,77,"Herb","commonly"
3900,77,"Dwarf shrub","commonly"
3900,79,"Dwarf shrub","commonly"
3900,80,"Herb","commonly"
3900,75,"Herb","commonly"
3900,78,"Herb","commonly"
3900,74,"Dwarf shrub","commonly"
3900,74,"Herb","commonly"
3900,81,"Herb","commonly"
483,21,"Herb","commonly"
483,2,"Herb","commonly"
483,12,"Herb","commonly"
483,29,"Herb","commonly"
483,23,"Herb","commonly"
3226,7,"Herb","commonly"
3687,5,"Hydrophyte","commonly"
3687,5,"Bryophyte","commonly"
3687,4,"Hydrophyte","commonly"
3687,4,"Bryophyte","commonly"
3687,2,"Bryophyte","commonly"
3687,2,"Hydrophyte","commonly"
2212,58,"Geophyte","commonly"
2212,58,"Succulent","commonly"
2212,58,"Herb","commonly"
2212,25,"Geophyte","commonly"
2212,25,"Succulent","commonly"
2212,25,"Herb","commonly"
2212,66,"Geophyte","commonly"
2212,66,"Succulent","commonly"
2212,66,"Herb","commonly"
2212,63,"Geophyte","commonly"
2212,63,"Succulent","commonly"
2212,63,"Herb","commonly"
2212,62,"Geophyte","commonly"
2212,62,"Succulent","commonly"
2212,62,"Herb","commonly"
2212,61,"Geophyte","commonly"
2212,61,"Succulent","commonly"
2212,61,"Herb","commonly"
2212,60,"Geophyte","commonly"
2212,60,"Succulent","commonly"
2212,60,"Herb","commonly"
2212,59,"Geophyte","commonly"
2212,59,"Succulent","commonly"
2212,59,"Herb","commonly"
2212,10,"Geophyte","commonly"
2212,10,"Succulent","commonly"
2212,10,"Herb","commonly"
3974,80,"Succulent","commonly"
3974,80,"Herb","commonly"
3838,2,"Succulent","commonly"
3838,2,"Dwarf shrub","commonly"
2829,71,"Geophyte","commonly"
2829,71,"Herb","commonly"
3974,59,"Herb","commonly"
3974,59,"Succulent","commonly"
3976,4,"Succulent","commonly"
3976,4,"Herb","commonly"
3838,21,"Succulent","commonly"
3838,21,"Dwarf shrub","commonly"
3838,55,"Succulent","commonly"
3838,55,"Dwarf shrub","commonly"
3838,57,"Succulent","commonly"
3838,57,"Dwarf shrub","commonly"
3796,101,"Geophyte","commonly"
129,124,"Succulent","commonly"
1794,409,"Succulent","commonly"
592,77,"Succulent","commonly"
2212,106,"Geophyte","commonly"
2212,106,"Succulent","commonly"
2212,106,"Herb","commonly"
2212,137,"Succulent","commonly"
2212,137,"Herb","commonly"
2212,121,"Geophyte","commonly"
2212,121,"Succulent","commonly"
2212,121,"Herb","commonly"
2212,105,"Geophyte","commonly"
2212,105,"Succulent","commonly"
2212,105,"Herb","commonly"
2212,139,"Succulent","commonly"
2212,138,"Succulent","commonly"
2212,143,"Succulent","commonly"
3974,84,"Succulent","commonly"
3974,84,"Herb","commonly"
3976,20,"Succulent","commonly"
3976,20,"Herb","commonly"
3976,21,"Succulent","commonly"
3976,21,"Herb","commonly"
2829,219,"Geophyte","commonly"
574,371,"Succulent","commonly"
574,371,"Dwarf shrub","commonly"
3835,543,"Herb","commonly"
3835,543,"Succulent","commonly"
2204,23,"Geophyte","commonly"
2204,23,"Herb","commonly"
1533,45,"Herb","commonly"
1533,45,"Geophyte","commonly"
1533,69,"Herb","commonly"
1533,69,"Geophyte","commonly"
2833,34,"Geophyte","commonly"
2833,34,"Succulent","occasionally"
2833,34,"Herb","commonly"
238,1,"Tree","commonly"
1836,4,"Epiphyte","commonly"
1836,4,"Bryophyte","commonly"
238,2,"Tree","commonly"
3233,2,"Suffrutex","commonly"
1013,4,"Epiphyte","occasionally"
1013,4,"Bryophyte","commonly"
648,1,"Bryophyte","commonly"
836,4,"Bryophyte","commonly"
761,7,"Bryophyte","commonly"
3403,5,"Herb","commonly"
3403,4,"Herb","commonly"
248,4,"Suffrutex","commonly"
248,4,"Shrub","commonly"
248,4,"Dwarf shrub","commonly"
1738,3,"Herb","commonly"
779,2,"Shrub","commonly"
2493,24,"Herb","commonly"
2493,24,"Helophyte","occasionally"
2493,24,"Cyperoid","commonly"
2493,161,"Cyperoid","commonly"
2493,161,"Mesophyte","commonly"
2493,161,"Herb","commonly"
3939,3,"Herb","commonly"
3939,2,"Herb","commonly"
431,1,"Shrub","commonly"
539,1,"Epiphyte","commonly"
539,1,"Bryophyte","commonly"
1997,15,"Dwarf shrub","commonly"
2976,59,"Shrub","commonly"
2976,59,"Dwarf shrub","commonly"
572,1,"Tree","commonly"
980,3,"Shrub","commonly"
980,3,"Tree","commonly"
3152,556,"Succulent","commonly"
3152,556,"Herb","commonly"
3340,17,"Shrub","commonly"
3340,1,"Shrub","commonly"
3329,4,"Shrub","commonly"
3168,48,"Shrub","commonly"
3043,2,"Shrub","commonly"
3327,1,"Herb","commonly"
3328,3,"Herb","commonly"
3328,5,"Herb","commonly"
3329,3,"Shrub","commonly"
3296,3,"Herb","commonly"
3084,67,"Suffrutex","commonly"
3052,121,"Shrub","commonly"
3056,2,"Suffrutex","commonly"
3186,2,"Herb","commonly"
1010,1,"Epiphyte","occasionally"
1010,1,"Bryophyte","commonly"
221,1,"Epiphyte","occasionally"
221,1,"Bryophyte","commonly"
633,1,"Bryophyte","commonly"
2914,3,"Parasite","commonly"
2914,3,"Shrub","commonly"
2915,7,"Parasite","commonly"
2915,7,"Shrub","commonly"
2893,2,"Herb","commonly"
2893,3,"Herb","commonly"
2688,12,"Herb","commonly"
2688,22,"Herb","commonly"
469,2,"Tree","commonly"
3084,17,"Shrub","commonly"
2916,1,"Parasite","commonly"
2916,1,"Shrub","commonly"
521,3,"Geophyte","commonly"
521,3,"Herb","commonly"
1977,3,"Herb","commonly"
3618,4,"Epiphyte","occasionally"
3618,4,"Bryophyte","commonly"
3326,7,"Shrub","commonly"
